Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
74.03886,92.48374,5399.571,5.2992096,Seddentary,9.0
46.441673,97.84158,23815.924,7.9691978,Active,8.0
74.60851,97.53888,2735.6272,8.649849,Highly_Active,7.0
97.28626,97.84158,3119.3232,7.406286,Sedentary,8.0
71.61223,96.06616,2877.289,5.831125,Highly_Active,7.0
74.508896,95.527145,6933.8887,8.657417,Actve,5.0
59.638237,96.3012,6485.608,5.106632,Seddentary,1.0
77.78531,99.07349,5267.4136,8.107299,Seddentary,7.0
75.220604,99.17578,3171.4856,2.8875105,Active,6.0
75.220604,99.15612,3906.0278,6.6764526,Active,4.0
92.11993,97.48643,11008.61,5.662715,Actve,6.0
95.39395,100.0,6577.7524,4.4414287,Highly Active,10.0
53.34686,93.08837,8819.06,6.505463,Active,8.0
75.220604,95.98486,2267.8062,3.2791407,Highly_Active,4.0
75.220604,98.50632,16972.645,8.575725,Highly Active,8.0
68.77394,97.84158,250.57071,4.2008395,Active,8.0
92.89016,97.44895,6339.133,8.08003,Seddentary,9.0
81.21668,98.08796,11712.239,5.3310223,Highly Active,4.0
95.59674,97.40918,14084.338,3.569429,Sedentary,3.0
55.9857,95.241425,2695.0244,5.8207693,Highly_Active,2.0
75.220604,99.65528,4310.074,7.3457823,Active,5.0
76.40585,99.66846,248.58627,5.1524515,Highly_Active,1.0
92.58886,100.0,10916.719,6.890366,Seddentary,8.0
81.82199,94.23216,931.2965,7.5346913,Sedentary,8.0
60.77493,99.5389,3911.3105,8.739549,Active,7.0
101.645134,96.273506,32826.723,6.5948777,Active,6.0
70.57939,97.75493,17484.857,8.248613,Highly Active,4.0
61.254982,96.696304,2803.589,7.7739134,Highly Active,4.0
63.37354,96.084854,1774.1423,6.361452,Highly Active,4.0
55.01639,99.24346,2029.5889,8.220688,Seddentary,3.0
41.290455,100.0,8081.517,7.8410907,Actve,2.0
73.2511,100.0,9057.213,6.250852,Highly Active,3.0
51.680946,100.0,1707.8276,7.570195,Sedentary,6.0
79.70502,95.77008,1920.9655,6.9075613,Highly Active,3.0
89.76424,97.74016,2734.6123,7.3220925,Seddentary,4.0
80.6493,97.891174,3973.9695,9.32411,Sedentary,6.0
75.65981,99.06537,17462.229,5.2936134,Seddentary,8.0
51.887165,99.46961,188.05858,6.882046,Highly Active,10.0
87.69074,97.07248,7116.595,6.5459104,Actve,4.0
104.198456,100.0,13848.188,7.6823535,Sedentary,2.0
96.12404,100.0,8995.359,5.8221664,Active,5.0
55.04197,98.71639,1710.053,5.650373,Sedentary,8.0
73.83049,96.86868,4533.8267,6.4034796,Seddentary,8.0
75.220604,100.0,16877.477,7.2125688,Highly Active,1.0
69.02945,100.0,860.8506,5.814343,Actve,6.0
75.40617,99.39102,30680.451,2.5181625,Sedentary,1.0
75.220604,97.99301,1085.3176,5.0717735,Seddentary,7.0
76.61036,100.0,1075.4656,8.621713,Sedentary,10.0
68.334854,97.84158,11731.263,8.820388,Active,3.0
79.46855,97.870445,12335.942,6.505463,Highly Active,10.0
55.300392,100.0,270.59393,9.196216,Actve,10.0
64.25886,97.95709,1290.0299,6.010134,Seddentary,8.0
89.79348,98.05466,20766.975,4.1975436,Seddentary,8.0
77.825165,98.43905,2293.1658,6.0409136,Highly_Active,2.0
106.52595,96.18037,86.20631,7.588106,Seddentary,10.0
79.015205,95.71232,2051.6028,5.6520467,Seddentary,7.0
56.31263,96.928925,2051.6028,7.4050264,Active,10.0
51.22411,97.63182,17376.453,6.900346,Actve,1.0
90.02468,100.0,1180.2278,6.07036,Seddentary,2.0
59.377098,98.52508,1778.9532,7.664504,Active,1.0
58.033146,100.0,4077.897,8.343689,Actve,4.0
67.27523,99.07365,9656.6875,6.772626,Highly_Active,10.0
89.94387,99.730995,7524.893,7.3845615,Sedentary,6.0
69.48414,99.26442,2777.6218,4.315314,Actve,1.0
62.375828,100.0,480.58914,8.587279,Actve,1.0
93.1891,98.11848,2041.4619,5.7005067,Actve,10.0
90.62925,98.18579,1735.3124,5.2074494,Actve,4.0
100.00599,95.8757,148.94987,7.830139,Actve,10.0
95.26996,99.78557,25833.36,5.924306,Actve,2.0
90.88374,97.02026,2064.089,5.458643,Sedentary,6.0
75.220604,99.4572,12678.097,6.0595927,Seddentary,4.0
84.88543,98.38482,4643.238,4.675941,Active,2.0
93.21953,97.84158,25101.924,5.4427752,Actve,8.0
102.836975,98.1935,1133.9532,8.033443,Sedentary,7.0
77.56687,97.14382,821.03326,8.248641,Sedentary,3.0
67.620605,95.14175,17.261738,6.5981455,Sedentary,1.0
61.738026,98.6711,8872.044,5.4808216,Highly_Active,7.0
89.69145,100.0,2560.7795,7.120723,Active,5.0
64.99904,96.05001,14300.685,3.655455,Highly_Active,7.0
76.60865,92.6447,7032.122,8.256489,Active,3.0
61.796017,100.0,6029.8325,6.395539,Seddentary,1.0
72.61617,94.782455,4670.876,4.948439,Highly Active,4.0
81.584785,100.0,2090.4807,8.730692,Highly_Active,4.0
79.03876,100.0,468.1298,6.563888,Seddentary,9.0
86.06924,98.166565,4103.4717,5.860679,Actve,1.0
54.38861,96.71643,730.6798,9.574412,Actve,3.0
73.25185,100.0,16531.23,5.711925,Active,9.0
67.94699,98.325455,12376.128,7.6229935,Seddentary,8.0
60.26472,100.0,6768.6924,7.5399194,Highly_Active,2.0
63.757294,99.07911,4215.9785,5.228779,Sedentary,9.0
61.58877,100.0,4238.46,6.290498,Sedentary,1.0
80.24896,99.611336,4372.0776,6.121957,Seddentary,4.0
81.00208,100.0,9578.167,3.8499186,Actve,2.0
88.13436,98.72911,944.3669,3.5539424,Sedentary,4.0
79.920944,97.88763,5304.4834,3.2363214,Actve,10.0
77.38206,97.16456,11724.06,5.8253064,Seddentary,10.0
76.183365,96.17813,4995.2476,5.010073,Sedentary,7.0
85.134865,97.77422,96.85561,5.102445,Actve,2.0
43.397163,95.99628,1964.3947,5.8688865,Highly Active,9.0
74.11304,97.1835,7730.6797,6.505511,Sedentary,4.0
79.75803,98.46677,19047.902,6.0309453,Highly_Active,1.0
101.84446,99.057976,15693.597,5.4429445,Active,4.0
58.32637,100.0,12109.579,9.396418,Highly_Active,7.0
57.797104,98.50806,20993.146,6.1983614,Highly Active,3.0
40.93552,98.97019,2298.73,6.505463,Highly_Active,4.0
54.13829,97.57924,87.3262,4.645193,Seddentary,10.0
72.73043,98.015236,3062.7507,8.5027895,Actve,10.0
64.1395,98.15365,6022.864,5.6772923,Sedentary,3.0
63.819275,100.0,2663.352,10.70236,Active,9.0
75.34393,98.84657,316.47366,4.532233,Sedentary,6.0
83.73459,95.61762,4953.3784,4.8994274,Highly Active,6.0
75.18758,98.46546,1559.3485,6.216909,Actve,8.0
75.400475,96.305405,9102.647,5.9677343,Highly_Active,4.0
81.05414,96.69932,654.0357,4.741037,Actve,9.0
47.509365,98.10363,22211.594,8.71091,Active,3.0
76.93492,98.89027,14650.836,8.553165,Actve,7.0
73.87601,98.765724,14492.216,5.9893985,Active,8.0
74.8935,96.65574,10920.89,8.014457,Highly Active,1.0
66.239105,94.93037,7028.003,8.633251,Active,7.0
71.91791,97.74121,384.3654,6.4855766,Highly_Active,2.0
81.039696,97.87065,7601.7915,5.495455,Seddentary,3.0
99.13572,97.82309,9618.549,8.4227495,Seddentary,2.0
49.629436,98.42634,981.43463,8.189178,Actve,8.0
83.57676,97.14765,6695.3433,4.6200514,Active,5.0
93.26795,99.82807,4562.2563,8.624074,Active,5.0
55.94161,99.34383,4476.469,4.9698195,Sedentary,10.0
72.308815,99.645615,1557.301,7.0685897,Active,3.0
79.136635,100.0,9414.406,5.2759123,Sedentary,10.0
105.1342,98.94984,18143.516,6.7461276,Highly_Active,4.0
107.599915,98.10732,10851.691,6.6734586,Highly_Active,9.0
55.93945,97.799675,3223.5034,9.84822,Highly Active,6.0
70.466515,99.40645,29024.172,4.067177,Seddentary,5.0
77.99236,98.153824,3169.7717,5.3441463,Sedentary,4.0
83.34682,94.339005,1869.8862,5.8019032,Actve,10.0
78.01197,96.8111,24112.676,6.9933114,Seddentary,5.0
60.77829,100.0,10918.422,6.0320053,Actve,10.0
60.11535,94.28305,10026.196,3.2030492,Sedentary,9.0
51.88123,98.68748,564.15894,7.605496,Sedentary,2.0
44.691082,99.09588,1492.557,8.502181,Sedentary,7.0
51.53922,97.82675,130.84096,7.148902,Highly_Active,6.0
92.42283,96.65267,10493.081,5.8153253,Seddentary,3.0
85.654175,95.87977,2282.467,6.807032,Actve,5.0
83.29917,98.37928,992.75024,6.505463,Active,9.0
71.65927,97.37888,1405.3196,8.091764,Highly Active,6.0
74.3774,100.0,7173.6035,7.2462564,Actve,7.0
70.969536,98.95667,3972.3977,5.699808,Sedentary,1.0
51.195972,97.21048,19858.713,6.623013,Active,1.0
84.7153,98.5951,3188.7478,8.047012,Actve,6.0
87.790184,96.64649,12565.075,8.246713,Actve,1.0
57.745045,97.63224,5534.78,6.388514,Seddentary,2.0
75.220604,94.439285,8553.71,9.719807,Sedentary,1.0
75.220604,97.28325,1293.0214,8.55208,Active,10.0
80.14423,99.08991,9675.685,7.291864,Actve,4.0
75.220604,97.66299,626.834,5.906812,Seddentary,9.0
96.2036,99.78554,8223.648,5.9523344,Highly Active,4.0
59.13134,100.0,4385.1953,6.800851,Actve,3.0
73.77008,99.43569,1816.1675,6.334537,Sedentary,6.0
59.99221,100.0,4582.6987,9.0505705,Active,1.0
61.07263,100.0,13549.965,5.0944567,Highly Active,1.0
68.553055,98.07032,1176.6046,7.2585616,Seddentary,2.0
96.60534,97.594,1301.1571,3.4972808,Sedentary,2.0
91.57227,97.18409,5344.9463,7.0657377,Seddentary,6.0
73.87765,96.58195,6870.558,7.807862,Highly_Active,9.0
42.658474,98.66319,3815.5017,6.505463,Highly Active,2.0
80.89167,97.26967,2168.469,5.6128163,Sedentary,5.0
80.54508,95.31731,486.89178,5.4319735,Actve,7.0
60.996098,99.59608,357.5289,8.034995,Actve,6.0
75.220604,96.83708,291.73642,8.2924795,Active,8.0
60.70764,94.98492,16208.489,6.505463,Seddentary,3.0
87.416084,100.0,985.76263,3.5607612,Active,5.0
78.61598,100.0,2448.1282,4.9118204,Sedentary,9.0
53.102776,95.71358,29827.234,6.3612742,Sedentary,1.0
69.57785,96.92743,18366.742,4.372984,Highly_Active,7.0
77.16977,96.39041,306.65326,7.593092,Highly_Active,9.0
79.50237,96.71475,5609.2373,5.3410077,Highly_Active,6.0
90.49766,93.84661,7026.2686,6.3914638,Seddentary,5.0
92.36661,97.16301,389.4335,8.142144,Sedentary,7.0
71.42063,97.24432,9116.919,7.0514565,Seddentary,1.0
83.38983,100.0,30884.508,9.41656,Actve,4.0
99.11904,98.28101,3927.2173,8.596643,Sedentary,1.0
59.720036,96.91913,4177.4497,4.941669,Highly Active,1.0
65.8806,98.44265,4177.4497,7.3893747,Seddentary,9.0
50.172974,95.300224,9337.03,6.729361,Seddentary,5.0
65.52852,98.15287,10916.949,8.280753,Sedentary,2.0
78.08672,96.67452,565.2812,7.285047,Seddentary,5.0
43.257805,98.25426,11290.218,5.7503753,Active,7.0
81.55567,98.92271,13969.51,7.214115,Highly Active,1.0
67.91483,96.89593,323.97342,5.9464707,Active,1.0
74.05989,98.54415,279.4495,5.530567,Highly Active,10.0
57.46692,96.617195,5603.4194,6.332995,Actve,9.0
73.46609,95.88855,4807.465,6.8731613,Actve,5.0
100.187996,99.831345,27418.088,8.450359,Sedentary,2.0
69.00294,100.0,2440.9624,5.755012,Seddentary,8.0
41.805946,98.413536,6244.602,3.6249893,Highly Active,5.0
93.20658,99.562035,4946.085,6.2044253,Actve,5.0
83.13672,97.84158,5371.073,6.884548,Sedentary,5.0
76.410645,97.84158,7544.8423,6.773562,Actve,2.0
83.52078,100.0,5399.1987,6.11941,Highly Active,1.0
76.23774,99.2076,48.78145,7.924419,Seddentary,8.0
99.648994,97.744675,12992.306,6.968498,Highly Active,7.0
86.27999,95.332085,1572.1133,7.404518,Active,3.0
68.153625,99.08705,1840.0576,3.7445588,Actve,6.0
97.379326,99.11196,7308.327,6.2395215,Actve,10.0
102.299774,100.0,4547.284,6.2912717,Highly Active,1.0
88.65546,97.35261,5981.1025,9.02588,Highly Active,7.0
81.10394,96.86055,4817.1025,6.340682,Actve,5.0
62.188545,96.478485,3787.3418,5.5097737,Sedentary,3.0
85.28488,96.14972,4622.0835,5.421704,Highly Active,10.0
80.8204,98.98467,1064.6006,7.968851,Highly Active,7.0
74.59796,97.929756,24385.768,5.6293087,Sedentary,2.0
85.48902,98.934814,5985.575,5.220591,Highly_Active,5.0
76.30586,97.84158,2366.1204,7.8750772,Active,4.0
83.23174,97.17086,8734.017,7.087918,Sedentary,6.0
90.53743,96.25271,14848.038,6.145797,Highly_Active,5.0
55.03358,100.0,2461.49,4.50859,Highly Active,8.0
59.629868,98.44997,2746.2349,7.3313894,Seddentary,4.0
61.316673,100.0,4040.6118,7.740399,Actve,2.0
104.10014,98.94957,1714.9491,5.070082,Highly Active,5.0
84.50212,97.26911,11617.326,7.04724,Highly Active,7.0
85.89929,97.174774,6142.464,6.3489656,Seddentary,2.0
91.941574,96.39743,411.15335,5.173905,Seddentary,4.0
59.300182,100.0,40005.48,5.833757,Active,9.0
44.425793,100.0,5989.1934,6.4293985,Sedentary,7.0
74.05707,97.385284,15446.874,4.5224824,Actve,5.0
88.46358,99.32339,4874.721,7.3562317,Seddentary,7.0
72.0361,97.29537,6113.448,5.4344897,Sedentary,8.0
54.450924,95.028915,4242.05,5.494272,Active,2.0
61.42158,96.859955,3846.489,7.25837,Seddentary,10.0
57.31113,99.45671,1724.0295,5.820889,Sedentary,4.0
65.81454,100.0,22914.11,6.176746,Active,1.0
57.609295,97.84158,1404.2933,6.341662,Actve,2.0
77.20168,96.63349,5231.8086,5.3372736,Sedentary,2.0
66.78628,95.746414,637.87836,5.7230625,Sedentary,10.0
84.50148,97.36815,35120.344,6.4734364,Seddentary,3.0
60.35283,97.509544,5678.415,6.4767866,Active,10.0
78.8302,97.50066,11796.044,7.2905483,Highly Active,2.0
74.43601,95.65593,5793.615,7.3569226,Seddentary,4.0
80.94044,98.710304,11442.76,8.328005,Highly Active,6.0
83.050705,98.198944,5351.148,4.240438,Highly_Active,6.0
84.65467,97.440636,4121.187,7.8694205,Highly_Active,5.0
87.46136,98.005356,4260.43,5.9891906,Sedentary,9.0
83.13437,99.06571,16.424032,7.487407,Highly_Active,1.0
79.46799,99.10646,3241.5293,7.009134,Highly_Active,9.0
64.999146,100.0,21247.727,5.634165,Active,7.0
87.761055,100.0,7879.946,8.780154,Highly Active,1.0
204.06781,99.03213,17620.766,7.6418147,Sedentary,5.0
70.6213,97.68037,1564.3027,7.13107,Highly_Active,2.0
62.075203,96.70922,4729.355,9.78514,Sedentary,2.0
61.76278,99.716934,245.63324,5.0385985,Highly Active,4.0
70.24498,95.63365,7911.851,6.5376215,Active,4.0
71.50456,98.17149,10727.865,7.3431864,Actve,9.0
62.796665,96.13152,9642.769,4.899476,Highly_Active,2.0
75.32945,99.95358,635.37256,5.504051,Sedentary,10.0
77.35141,99.619286,1990.7373,7.9950314,Actve,5.0
66.82682,98.059715,7466.283,5.755411,Sedentary,7.0
109.34459,100.0,9960.45,7.8078284,Actve,1.0
79.99047,96.515434,2243.4673,5.5556097,Sedentary,5.0
76.77397,98.89461,3648.973,9.5301285,Actve,6.0
64.860664,99.10896,3029.1284,2.9860363,Sedentary,5.0
77.06763,97.84158,32.02762,8.012948,Active,4.0
78.61204,97.445,6014.629,6.876339,Highly Active,10.0
75.220604,98.223656,7741.8433,6.505463,Highly_Active,5.0
96.27976,100.0,2264.9612,6.165441,Sedentary,2.0
49.47793,98.09417,8148.432,3.6102288,Sedentary,2.0
69.29431,99.30603,1946.4218,7.0285015,Active,8.0
85.70753,94.78695,8799.902,5.6046944,Actve,1.0
61.55006,97.710304,4276.9385,3.5752969,Highly_Active,4.0
51.79991,100.0,14386.516,6.7485104,Sedentary,4.0
67.21665,96.99582,5508.1206,6.505463,Seddentary,3.0
90.65904,96.89032,1428.9895,9.660375,Actve,1.0
61.9056,100.0,12082.245,7.742007,Highly Active,2.0
69.6536,96.783775,10525.415,2.9187636,Highly Active,2.0
81.32223,96.54646,615.9164,5.707465,Sedentary,6.0
66.310455,99.4076,344.63092,8.157083,Active,7.0
68.400734,100.0,1025.636,4.059845,Actve,8.0
65.219246,99.84016,13064.554,5.3426504,Highly Active,4.0
66.48331,98.14115,2703.5767,6.505463,Highly Active,3.0
75.220604,100.0,4918.868,5.7079396,Sedentary,5.0
71.14075,97.618706,6466.1406,8.88678,Sedentary,9.0
90.96351,96.99817,9523.88,6.774715,Highly Active,1.0
98.74214,100.0,12401.858,6.549969,Seddentary,1.0
93.74723,100.0,5077.748,5.1249084,Seddentary,7.0
77.06544,97.28104,3762.0994,4.846352,Active,4.0
99.88275,100.0,1526.5852,6.656033,Active,10.0
109.54289,100.0,6546.894,6.3797092,Active,2.0
77.71917,97.69585,5587.6416,4.674333,Sedentary,3.0
60.141533,98.33002,2408.8816,6.851049,Active,3.0
94.67905,95.629196,4136.7056,6.5860753,Highly_Active,4.0
56.94772,97.97587,9420.126,6.0376453,Highly Active,8.0
61.70237,96.823944,6904.74,8.288757,Highly_Active,8.0
43.76199,97.59044,4600.9575,6.48146,Active,1.0
85.9112,95.37056,2225.2231,6.1429358,Highly Active,10.0
40.268333,100.0,7718.433,8.196755,Sedentary,6.0
89.89277,100.0,6915.597,6.273618,Sedentary,8.0
102.14163,100.0,4290.442,5.897774,Seddentary,8.0
100.91664,98.07856,1907.4768,4.744817,Highly_Active,6.0
56.012684,97.377266,1345.5554,6.5909543,Highly Active,8.0
75.220604,98.60903,2902.242,7.898654,Highly_Active,8.0
65.362724,98.74213,16756.371,5.874557,Seddentary,7.0
88.18788,100.0,9813.74,4.506034,Actve,4.0
75.220604,98.36863,15519.335,8.0163965,Actve,5.0
84.96749,98.23101,12942.709,8.075429,Highly Active,2.0
82.92008,99.599335,4298.8325,7.377431,Seddentary,5.0
75.220604,94.28077,5291.7515,6.64416,Sedentary,3.0
67.82934,100.0,1300.8169,7.1301565,Sedentary,1.0
63.33037,99.51809,8932.598,4.1747766,Highly Active,10.0
57.163036,98.92695,3836.6501,5.6267753,Sedentary,6.0
81.49449,99.277626,1231.0569,7.513377,Seddentary,10.0
72.30673,99.86675,701.4872,7.0074897,Seddentary,10.0
87.37469,100.0,8338.198,7.8538218,Active,8.0
68.24176,97.29084,4607.2036,8.800777,Active,10.0
84.43173,100.0,63.252666,4.6472945,Sedentary,1.0
69.24216,98.88021,12181.436,7.2253585,Highly_Active,10.0
72.559425,96.48124,6763.189,6.112446,Active,10.0
73.98015,100.0,273.92523,5.8302903,Highly_Active,1.0
49.495476,98.75818,2543.7305,10.207779,Active,1.0
72.90023,98.80336,8971.161,4.1446395,Highly Active,9.0
83.432144,98.526245,425.90622,6.505463,Actve,8.0
60.178326,98.97477,9329.343,6.1455956,Sedentary,7.0
103.65184,99.77686,4920.9014,6.5715046,Active,2.0
75.07329,97.211754,10690.407,3.5413818,Actve,3.0
65.59797,97.94364,13528.599,5.028333,Highly Active,5.0
65.14119,100.0,10219.841,6.573265,Actve,7.0
95.55767,96.14173,569.0392,4.4070272,Sedentary,1.0
62.6279,100.0,4318.1465,7.9301825,Highly_Active,10.0
79.47146,98.09849,2686.6335,7.369432,Highly_Active,6.0
88.245544,100.0,2686.6335,4.1191735,Active,7.0
83.31323,99.1792,23629.104,6.1544657,Active,3.0
66.55984,97.22369,929.89105,7.063283,Highly_Active,3.0
87.588326,97.220345,14048.456,4.436345,Highly_Active,2.0
77.33665,96.728134,32860.406,4.1338115,Highly Active,2.0
49.20087,95.79556,32251.594,5.063678,Highly_Active,4.0
93.34898,98.339806,11151.139,10.531207,Actve,9.0
65.79621,98.501,4386.019,8.141507,Seddentary,9.0
72.365944,99.36283,1372.1095,5.5871077,Active,3.0
79.64198,97.5592,6559.2603,4.503353,Seddentary,6.0
67.02162,99.3065,6597.952,5.262019,Seddentary,4.0
86.353615,100.0,2663.03,8.783527,Active,10.0
58.442394,100.0,6714.7935,9.55065,Seddentary,1.0
66.38429,96.37212,867.42175,5.2821875,Actve,6.0
93.38585,100.0,7036.0146,6.505463,Active,2.0
75.37916,98.90689,15892.342,6.106641,Seddentary,3.0
59.14779,98.76399,4471.479,8.405476,Sedentary,1.0
76.18092,97.45625,10124.183,4.8590927,Sedentary,4.0
81.0248,100.0,7067.3013,7.9684935,Sedentary,3.0
51.209713,98.76605,21.48181,4.489789,Actve,6.0
99.81426,95.70864,910.7482,7.9216332,Highly_Active,5.0
101.84106,94.7629,10436.465,5.223906,Actve,7.0
76.80001,98.333916,289.05734,6.505463,Seddentary,5.0
71.99877,99.1973,21904.47,5.531864,Seddentary,7.0
75.34416,96.88544,15715.245,9.441705,Highly Active,1.0
88.39577,97.513824,3150.034,7.990989,Highly_Active,3.0
81.78914,100.0,2601.341,5.8829727,Seddentary,4.0
78.588425,97.56772,6644.0806,6.505463,Active,9.0
95.734955,97.84158,6623.5093,8.4704,Active,5.0
91.96408,97.17146,652.7417,1.4025072,Actve,1.0
60.601295,100.0,1697.9409,7.2187667,Actve,4.0
88.310936,98.86836,7083.1885,5.0610676,Actve,10.0
92.27431,98.46369,11293.085,9.881244,Actve,9.0
79.1739,100.0,1492.3741,10.596064,Seddentary,1.0
83.985504,95.34777,8473.04,6.5460353,Sedentary,7.0
70.38843,99.52126,14307.184,5.951831,Sedentary,8.0
56.933697,95.15418,877.39624,6.6020103,Seddentary,8.0
75.220604,98.49869,4047.5308,5.567579,Sedentary,5.0
54.90807,98.42035,13305.8125,5.3083496,Highly_Active,9.0
100.21888,99.01125,3241.2173,6.851853,Highly Active,4.0
74.02126,94.87528,2197.7734,6.505463,Sedentary,7.0
93.71159,98.79884,9582.338,6.6999125,Actve,2.0
75.34374,100.0,3584.861,6.935155,Seddentary,4.0
89.061165,97.1013,8576.655,5.5511656,Active,7.0
75.220604,96.97712,945.8582,5.0992713,Highly Active,7.0
64.95935,97.2818,5644.382,5.084651,Highly_Active,2.0
77.011795,99.98395,3340.166,7.6579256,Highly Active,8.0
72.85604,96.70208,41414.664,6.6194234,Highly_Active,8.0
84.64471,97.57085,6264.9834,6.8022895,Active,3.0
77.123116,99.91992,8023.5674,7.012001,Active,6.0
79.29235,96.66704,983.16797,6.413272,Actve,1.0
59.611927,100.0,33771.312,6.662686,Sedentary,5.0
55.828022,97.18982,369.40942,8.443718,Sedentary,10.0
76.05942,98.01485,514.2952,7.6653743,Highly Active,1.0
77.72328,100.0,551.29724,6.241464,Sedentary,1.0
59.22649,99.95996,14313.963,5.791719,Sedentary,8.0
83.57335,97.459114,9128.8545,8.04092,Seddentary,5.0
84.22567,96.468475,25297.17,6.999156,Active,4.0
77.342,100.0,482.15265,6.038017,Active,8.0
75.23608,97.81446,8236.221,4.562977,Active,3.0
55.987545,99.11321,5334.0195,9.041064,Sedentary,6.0
55.73605,99.64375,7134.7827,4.809428,Highly_Active,7.0
80.92063,96.78761,5035.2363,6.92664,Highly_Active,2.0
75.220604,95.60194,7874.988,9.237862,Seddentary,7.0
63.633553,99.41953,16630.54,5.9881673,Active,1.0
79.18181,95.38519,6198.1904,6.431784,Highly_Active,7.0
105.56479,96.23074,15871.599,7.7805915,Seddentary,1.0
69.03838,97.84158,10668.035,4.7102966,Highly_Active,9.0
105.76018,98.97262,14013.426,3.9952989,Highly_Active,10.0
73.856155,98.88074,7536.261,5.964343,Actve,5.0
83.4578,97.18492,5117.4814,6.621057,Highly_Active,8.0
89.395744,100.0,504.64148,6.60409,Highly_Active,7.0
90.48776,96.34377,12608.532,8.625803,Seddentary,5.0
80.08597,94.127464,1939.6024,5.0811486,Sedentary,3.0
71.55472,94.70424,261.44928,6.284434,Active,3.0
87.421005,98.35895,5124.252,8.760902,Sedentary,2.0
81.360115,98.01444,7007.5215,6.083233,Highly Active,6.0
68.46201,99.533455,7589.475,9.480464,Sedentary,9.0
96.136314,99.33447,7754.6123,6.1485553,Seddentary,10.0
81.86098,97.952545,7423.6016,5.458938,Seddentary,8.0
63.762154,97.84158,11558.828,6.4412537,Actve,1.0
62.007626,96.92862,10268.329,6.889388,Active,5.0
104.38375,97.07756,11730.316,5.882681,Seddentary,2.0
67.61077,100.0,4316.7017,7.097209,Seddentary,6.0
86.294174,97.808685,454.15002,6.2762356,Sedentary,10.0
80.65281,100.0,7143.324,8.404226,Highly Active,8.0
85.78424,98.41929,1651.9595,7.261839,Active,5.0
103.6772,97.85476,13738.908,6.516143,Actve,1.0
89.95974,97.069984,8952.527,6.02524,Highly_Active,2.0
87.53656,99.043655,10163.147,7.7042623,Actve,1.0
72.046906,95.97466,2362.2468,6.546753,Highly Active,8.0
65.0314,97.94163,7017.786,5.8212876,Highly_Active,1.0
111.291985,98.22193,5256.679,5.4152894,Highly_Active,1.0
74.37246,98.40127,2188.1458,7.549095,Highly Active,6.0
73.399666,97.84158,11707.6,5.792547,Actve,6.0
79.331894,97.23372,5588.907,6.0501165,Highly_Active,6.0
77.871826,98.62753,1481.8627,7.329886,Highly_Active,3.0
98.89164,98.4533,2549.3936,8.106347,Highly_Active,8.0
83.0941,100.0,1803.3068,7.3927293,Highly Active,1.0
55.351135,97.596176,2621.8352,7.7791443,Seddentary,4.0
65.10543,95.64819,1459.2433,7.5643663,Highly_Active,9.0
75.160645,97.072655,3246.914,6.505463,Seddentary,10.0
90.38461,95.9081,8288.807,7.091876,Sedentary,7.0
52.193554,100.0,22410.592,9.238838,Sedentary,3.0
82.40824,99.61092,1654.8079,6.505463,Sedentary,9.0
85.96969,97.84158,2495.021,4.861326,Highly Active,6.0
88.2355,98.79631,15.091253,2.7104344,Actve,4.0
209.77393,97.85278,1786.9982,9.403363,Active,5.0
228.49808,95.28095,3794.4307,9.4712105,Seddentary,2.0
62.774815,97.13199,4335.8613,5.013714,Actve,2.0
89.18239,93.20238,2167.8857,8.4289465,Actve,6.0
74.07531,99.39103,1140.2927,8.048804,Actve,5.0
75.64329,98.27499,5795.8716,7.4618354,Actve,2.0
75.476585,98.155014,3683.8162,7.254796,Highly Active,5.0
84.75182,96.566154,3889.1243,5.38305,Seddentary,8.0
58.427906,97.80361,15775.2705,6.6939754,Actve,2.0
75.220604,99.20749,5769.857,7.0219517,Active,1.0
88.062935,98.791595,3441.044,6.6046057,Actve,5.0
70.47775,95.81639,2049.2356,6.417904,Highly Active,9.0
75.03702,96.61477,3917.6323,8.450587,Highly_Active,4.0
62.108315,99.33269,13856.842,8.023529,Highly_Active,3.0
75.220604,97.46817,23486.889,7.8113647,Highly_Active,10.0
77.96122,100.0,3315.0547,7.898579,Highly Active,1.0
78.05809,96.07264,1641.0431,6.8439884,Active,2.0
69.94406,97.616486,17216.281,8.248997,Active,9.0
56.253315,97.25276,1091.9689,4.7028255,Sedentary,7.0
81.85586,97.56851,2470.626,6.6043363,Sedentary,1.0
69.58044,97.84158,1598.3762,7.562074,Sedentary,7.0
63.75988,94.30929,5840.227,7.315171,Seddentary,4.0
94.13898,99.13823,3677.3254,7.061529,Sedentary,2.0
60.37268,100.0,2369.5503,7.890631,Actve,6.0
83.428764,97.07442,10224.957,8.661563,Sedentary,10.0
52.506924,98.574356,7636.9404,4.904688,Highly Active,6.0
53.456764,97.668785,37843.617,6.9505386,Active,8.0
82.24017,97.653984,2617.645,5.4165034,Highly_Active,5.0
69.95795,96.77723,13063.016,8.105059,Highly Active,5.0
57.46728,99.39127,2521.8442,7.5859814,Active,5.0
89.24903,98.50094,63.5491,5.044499,Highly Active,9.0
80.569725,96.68102,1145.0292,6.489983,Actve,10.0
75.220604,99.55586,4971.6333,4.248297,Highly Active,10.0
